"","ID","ADM0_NAME","ADM0_CODE","Admin1","ADM1_CODE","ADM2_NAME","ADM2_CODE","year","age_group_id","age_group_name","sex_id","sex","measure_id","measure","mean","lower","upper"
"256","Nigeria_Gumel","Nigeria",164,"Jigawa",18164,"Gumel",9018164,2017,28,"Infant",3,"Both",27,"Probability of death",0.076,0.0596190009027515,0.0923690414748938
"257","Nigeria_DawakinK","Nigeria",164,"Kano",20164,"DawakinK",9020164,2017,28,"Infant",3,"Both",27,"Probability of death",0.1,0.0805614341657718,0.121623433506239
"258","Nigeria_Danmusa","Nigeria",164,"Katsina",21164,"Danmusa",9021164,2017,28,"Infant",3,"Both",27,"Probability of death",0.1,0.0810780620056642,0.122919837633116
"259","Nigeria_Danko Wasagu","Nigeria",164,"Kebbi",22164,"Danko Wasagu",9022164,2017,28,"Infant",3,"Both",27,"Probability of death",0.095,0.0755907576964964,0.117180793829106
"260","Democratic Republic of the Congo_Moba","Democratic Republic of the Congo",47,"Tanganyika",24047,"Moba",9024047,2017,28,"Infant",3,"Both",27,"Probability of death",0.084,0.064661765934428,0.110519565889506
"261","Nigeria_Nasarawa","Nigeria",164,"Nassarawa",26164,"Nasarawa",9026164,2017,28,"Infant",3,"Both",27,"Probability of death",0.073,0.057973939892347,0.0903510153020038
"262","Nigeria_Gurara","Nigeria",164,"Niger",27164,"Gurara",9027164,2017,28,"Infant",3,"Both",27,"Probability of death",0.071,0.0568649101033022,0.0908188696861429
"263","Nigeria_Isa","Nigeria",164,"Sokoto",34164,"Isa",9034164,2017,28,"Infant",3,"Both",27,"Probability of death",0.079,0.0625941431205822,0.0987180859668421
"264","Nigeria_Maradun","Nigeria",164,"Zamfara",37164,"Maradun",9037164,2017,28,"Infant",3,"Both",27,"Probability of death",0.09,0.0720760588829104,0.110507384207861
"265","Nigeria_Itas/Gad","Nigeria",164,"Bauchi",5164,"Itas/Gad",10005164,2017,28,"Infant",3,"Both",27,"Probability of death",0.086,0.0670766522289823,0.105764865790647
"266","Angola_Seles","Angola",3,"Cuanza Sul",7003,"Seles",10007003,2017,28,"Infant",3,"Both",27,"Probability of death",0.082,0.0638185550316658,0.105821281315701
"267","Nigeria_DawakinT","Nigeria",164,"Kano",20164,"DawakinT",10020164,2017,28,"Infant",3,"Both",27,"Probability of death",0.094,0.074909862994576,0.116424639874392
"268","Nigeria_Fakai","Nigeria",164,"Kebbi",22164,"Fakai",10022164,2017,28,"Infant",3,"Both",27,"Probability of death",0.089,0.0720983760627242,0.111606936092319
"269","Nigeria_Nassarawa Egon","Nigeria",164,"Nassarawa",26164,"Nassarawa Egon",10026164,2017,28,"Infant",3,"Both",27,"Probability of death",0.075,0.0601463836317093,0.0929641681166339
"270","Nigeria_Katcha","Nigeria",164,"Niger",27164,"Katcha",10027164,2017,28,"Infant",3,"Both",27,"Probability of death",0.075,0.0594672519929236,0.0961038755846802
"271","Nigeria_Kebbe","Nigeria",164,"Sokoto",34164,"Kebbe",10034164,2017,28,"Infant",3,"Both",27,"Probability of death",0.087,0.070316527399518,0.105483262779767
"272","Nigeria_Maru","Nigeria",164,"Zamfara",37164,"Maru",10037164,2017,28,"Infant",3,"Both",27,"Probability of death",0.101,0.0802366089285544,0.123872286930774
"273","Nigeria_Jama'are","Nigeria",164,"Bauchi",5164,"Jama'are",11005164,2017,28,"Infant",3,"Both",27,"Probability of death",0.084,0.066225090744186,0.103058527276116
"274","Democratic Republic of the Congo_Mongwalu","Democratic Republic of the Congo",47,"Ituri",6047,"Mongwalu",11006047,2017,28,"Infant",3,"Both",27,"Probability of death",0.072,0.0508570284161317,0.0957564367283441
"275","Nigeria_Yamaltu","Nigeria",164,"Gombe",16164,"Yamaltu",11016164,2017,28,"Infant",3,"Both",27,"Probability of death",0.071,0.0549314633632607,0.0870173713916411
"276","Nigeria_Gwaram","Nigeria",164,"Jigawa",18164,"Gwaram",11018164,2017,28,"Infant",3,"Both",27,"Probability of death",0.084,0.0659124492851914,0.104004067905422
"277","Nigeria_Doguwa","Nigeria",164,"Kano",20164,"Doguwa",11020164,2017,28,"Infant",3,"Both",27,"Probability of death",0.083,0.0688828366316718,0.101756606036807
"278","Nigeria_Dutsi","Nigeria",164,"Katsina",21164,"Dutsi",11021164,2017,28,"Infant",3,"Both",27,"Probability of death",0.071,0.0567866351525667,0.0859483310130202
"279","Nigeria_Gwandu","Nigeria",164,"Kebbi",22164,"Gwandu",11022164,2017,28,"Infant",3,"Both",27,"Probability of death",0.076,0.0605985807709572,0.0924936897676914
"280","Nigeria_Obi","Nigeria",164,"Nassarawa",26164,"Obi",11026164,2017,28,"Infant",3,"Both",27,"Probability of death",0.072,0.0560309313115931,0.0894193504625868
"281","Nigeria_Kware","Nigeria",164,"Sokoto",34164,"Kware",11034164,2017,28,"Infant",3,"Both",27,"Probability of death",0.074,0.0574959438865069,0.0912234307014428
"282","Nigeria_Shinkafi","Nigeria",164,"Zamfara",37164,"Shinkafi",11037164,2017,28,"Infant",3,"Both",27,"Probability of death",0.083,0.0653236910065453,0.103426581777824
"283","Nigeria_Katagum","Nigeria",164,"Bauchi",5164,"Katagum",12005164,2017,28,"Infant",3,"Both",27,"Probability of death",0.075,0.0589341496306852,0.0932096598548896
"284","Nigeria_Gwiwa","Nigeria",164,"Jigawa",18164,"Gwiwa",12018164,2017,28,"Infant",3,"Both",27,"Probability of death",0.078,0.061246851517337,0.0931736184501232
"285","Nigeria_Kajuru","Nigeria",164,"Kaduna",19164,"Kajuru",12019164,2017,28,"Infant",3,"Both",27,"Probability of death",0.071,0.0579720829281334,0.0879018822917449
"286","Nigeria_Dutsin-M","Nigeria",164,"Katsina",21164,"Dutsin-M",12021164,2017,28,"Infant",3,"Both",27,"Probability of death",0.082,0.0651705483712147,0.100552531065471
"287","Nigeria_Jega","Nigeria",164,"Kebbi",22164,"Jega",12022164,2017,28,"Infant",3,"Both",27,"Probability of death",0.078,0.0627522159501738,0.0923672798917884
"288","Nigeria_Toto","Nigeria",164,"Nassarawa",26164,"Toto",12026164,2017,28,"Infant",3,"Both",27,"Probability of death",0.071,0.0564550962047485,0.0903396148408774
"289","Nigeria_Lapai","Nigeria",164,"Niger",27164,"Lapai",12027164,2017,28,"Infant",3,"Both",27,"Probability of death",0.074,0.0590251095128877,0.0948886574696724
"290","Nigeria_Rabah","Nigeria",164,"Sokoto",34164,"Rabah",12034164,2017,28,"Infant",3,"Both",27,"Probability of death",0.083,0.0660257155227001,0.102326115726491
"291","Nigeria_Talata-Mafara","Nigeria",164,"Zamfara",37164,"Talata-Mafara",12037164,2017,28,"Infant",3,"Both",27,"Probability of death",0.097,0.0786686331789525,0.118880334619061
"292","Nigeria_Kirfi","Nigeria",164,"Bauchi",5164,"Kirfi",13005164,2017,28,"Infant",3,"Both",27,"Probability of death",0.074,0.0591924384182785,0.0908677673300582
"293","Nigeria_Gabasawa","Nigeria",164,"Kano",20164,"Gabasawa",13020164,2017,28,"Infant",3,"Both",27,"Probability of death",0.103,0.0815614588092308,0.125697044794649
"294","Nigeria_Faskari","Nigeria",164,"Katsina",21164,"Faskari",13021164,2017,28,"Infant",3,"Both",27,"Probability of death",0.089,0.0716815228951327,0.110394225559682
"295","Nigeria_Kalgo","Nigeria",164,"Kebbi",22164,"Kalgo",13022164,2017,28,"Infant",3,"Both",27,"Probability of death",0.075,0.0603815701887521,0.0908862081044158
"296","Nigeria_Wamba","Nigeria",164,"Nassarawa",26164,"Wamba",13026164,2017,28,"Infant",3,"Both",27,"Probability of death",0.078,0.0625532251051984,0.0968686931062027
"297","Nigeria_Sabon Birni","Nigeria",164,"Sokoto",34164,"Sabon Birni",13034164,2017,28,"Infant",3,"Both",27,"Probability of death",0.074,0.0571466843046639,0.0916209970919316
"298","Nigeria_Tsafe","Nigeria",164,"Zamfara",37164,"Tsafe",13037164,2017,28,"Infant",3,"Both",27,"Probability of death",0.097,0.0779906168165639,0.1186054304314
"299","Nigeria_Jahun","Nigeria",164,"Jigawa",18164,"Jahun",14018164,2017,28,"Infant",3,"Both",27,"Probability of death",0.097,0.0760469525955481,0.117189788518152
"300","Nigeria_Kauru","Nigeria",164,"Kaduna",19164,"Kauru",14019164,2017,28,"Infant",3,"Both",27,"Probability of death",0.075,0.0604751071060882,0.0927214937483125
"301","Nigeria_Garko","Nigeria",164,"Kano",20164,"Garko",14020164,2017,28,"Infant",3,"Both",27,"Probability of death",0.1,0.0819992567361912,0.121029338655787
"302","Nigeria_Koko/Bes","Nigeria",164,"Kebbi",22164,"Koko/Bes",14022164,2017,28,"Infant",3,"Both",27,"Probability of death",0.085,0.0686058837297448,0.104077729686944
"303","Nigeria_Magama","Nigeria",164,"Niger",27164,"Magama",14027164,2017,28,"Infant",3,"Both",27,"Probability of death",0.076,0.0591466779769288,0.0941402499521147
"304","Nigeria_Qua'anpa","Nigeria",164,"Plateau",32164,"Qua'anpa",14032164,2017,28,"Infant",3,"Both",27,"Probability of death",0.072,0.0564308160822304,0.0874047651754445
"305","Nigeria_Shagari","Nigeria",164,"Sokoto",34164,"Shagari",14034164,2017,28,"Infant",3,"Both",27,"Probability of death",0.084,0.0670064101165358,0.102075513341469
"306","Nigeria_Zurmi","Nigeria",164,"Zamfara",37164,"Zurmi",14037164,2017,28,"Infant",3,"Both",27,"Probability of death",0.089,0.0708220652575155,0.109918020447754
"307","Nigeria_Ningi","Nigeria",164,"Bauchi",5164,"Ningi",15005164,2017,28,"Infant",3,"Both",27,"Probability of death",0.091,0.0732782942639682,0.111357110032991
"308","Nigeria_KafinHau","Nigeria",164,"Jigawa",18164,"KafinHau",15018164,2017,28,"Infant",3,"Both",27,"Probability of death",0.087,0.0668530794231233,0.105742311683994
"309","Nigeria_Kubau","Nigeria",164,"Kaduna",19164,"Kubau",15019164,2017,28,"Infant",3,"Both",27,"Probability of death",0.086,0.07106564618814,0.106434090972514
"310","Nigeria_Garum Mallam","Nigeria",164,"Kano",20164,"Garum Mallam",15020164,2017,28,"Infant",3,"Both",27,"Probability of death",0.102,0.0820218259611827,0.126323669292845
"311","Nigeria_Ingawa","Nigeria",164,"Katsina",21164,"Ingawa",15021164,2017,28,"Infant",3,"Both",27,"Probability of death",0.08,0.0635443129897112,0.0986334775091067
"312","Nigeria_Maiyama","Nigeria",164,"Kebbi",22164,"Maiyama",15022164,2017,28,"Infant",3,"Both",27,"Probability of death",0.083,0.0663620468249144,0.0998741919868868
"313","Nigeria_Mariga","Nigeria",164,"Niger",27164,"Mariga",15027164,2017,28,"Infant",3,"Both",27,"Probability of death",0.078,0.0605532019282919,0.0994762215301827
"314","Nigeria_Silame","Nigeria",164,"Sokoto",34164,"Silame",15034164,2017,28,"Infant",3,"Both",27,"Probability of death",0.078,0.0607720009139599,0.0953343209316138
"315","Nigeria_Shira","Nigeria",164,"Bauchi",5164,"Shira",16005164,2017,28,"Infant",3,"Both",27,"Probability of death",0.081,0.0635595389249417,0.0997128298332546
"316","Nigeria_Kaugama","Nigeria",164,"Jigawa",18164,"Kaugama",16018164,2017,28,"Infant",3,"Both",27,"Probability of death",0.082,0.0651939612959854,0.0999490222070206
"317","Nigeria_Kudan","Nigeria",164,"Kaduna",19164,"Kudan",16019164,2017,28,"Infant",3,"Both",27,"Probability of death",0.08,0.06342844875714,0.097547223968554
"318","Nigeria_Gaya","Nigeria",164,"Kano",20164,"Gaya",16020164,2017,28,"Infant",3,"Both",27,"Probability of death",0.1,0.0835294481419277,0.119642740474744
"319","Nigeria_Ngaski","Nigeria",164,"Kebbi",22164,"Ngaski",16022164,2017,28,"Infant",3,"Both",27,"Probability of death",0.08,0.0629476010904569,0.100518562761249
"320","Nigeria_Mashegu","Nigeria",164,"Niger",27164,"Mashegu",16027164,2017,28,"Infant",3,"Both",27,"Probability of death",0.075,0.0586696385749259,0.0965929256569623
"321","Nigeria_Tafawa-B","Nigeria",164,"Bauchi",5164,"Tafawa-B",17005164,2017,28,"Infant",3,"Both",27,"Probability of death",0.079,0.0619552446884102,0.0983903221506365
"322","Nigeria_Kazaure","Nigeria",164,"Jigawa",18164,"Kazaure",17018164,2017,28,"Infant",3,"Both",27,"Probability of death",0.077,0.0605570084271208,0.0935650351185321
"323","Nigeria_Lere","Nigeria",164,"Kaduna",19164,"Lere",17019164,2017,28,"Infant",3,"Both",27,"Probability of death",0.071,0.0563072569871776,0.0874925835819902
"324","Nigeria_Gezawa","Nigeria",164,"Kano",20164,"Gezawa",17020164,2017,28,"Infant",3,"Both",27,"Probability of death",0.094,0.0733806055870727,0.116623211396409
"325","Nigeria_Kafur","Nigeria",164,"Katsina",21164,"Kafur",17021164,2017,28,"Infant",3,"Both",27,"Probability of death",0.09,0.0731665786682217,0.110173809819773
"326","Nigeria_Sakaba","Nigeria",164,"Kebbi",22164,"Sakaba",17022164,2017,28,"Infant",3,"Both",27,"Probability of death",0.086,0.0677741647628299,0.108108689100123
"327","Nigeria_Wase","Nigeria",164,"Plateau",32164,"Wase",17032164,2017,28,"Infant",3,"Both",27,"Probability of death",0.071,0.0544546058879801,0.0892311531278746
"328","Nigeria_Toro","Nigeria",164,"Bauchi",5164,"Toro",18005164,2017,28,"Infant",3,"Both",27,"Probability of death",0.08,0.0658976216485408,0.0977310035246791
"329","Nigeria_Makarfi","Nigeria",164,"Kaduna",19164,"Makarfi",18019164,2017,28,"Infant",3,"Both",27,"Probability of death",0.086,0.0696899846634068,0.10521177097193
"330","Nigeria_Gwale","Nigeria",164,"Kano",20164,"Gwale",18020164,2017,28,"Infant",3,"Both",27,"Probability of death",0.071,0.0561906630582413,0.0884194830477427
"331","Nigeria_Shanga","Nigeria",164,"Kebbi",22164,"Shanga",18022164,2017,28,"Infant",3,"Both",27,"Probability of death",0.087,0.0707007885740099,0.107932545346187
"332","Nigeria_Muya","Nigeria",164,"Niger",27164,"Muya",18027164,2017,28,"Infant",3,"Both",27,"Probability of death",0.072,0.0573708176688039,0.0887496333210602
"333","Nigeria_Tambawal","Nigeria",164,"Sokoto",34164,"Tambawal",18034164,2017,28,"Infant",3,"Both",27,"Probability of death",0.082,0.0665906329353238,0.099198203566238
"334","Nigeria_Warji","Nigeria",164,"Bauchi",5164,"Warji",19005164,2017,28,"Infant",3,"Both",27,"Probability of death",0.088,0.0700857833298987,0.108928905222277
"335","Nigeria_Kiyawa","Nigeria",164,"Jigawa",18164,"Kiyawa",19018164,2017,28,"Infant",3,"Both",27,"Probability of death",0.096,0.0779046924474688,0.115837604545806
"336","Nigeria_Gwarzo","Nigeria",164,"Kano",20164,"Gwarzo",19020164,2017,28,"Infant",3,"Both",27,"Probability of death",0.093,0.074489788466869,0.113676192759118
"337","Nigeria_Kankara","Nigeria",164,"Katsina",21164,"Kankara",19021164,2017,28,"Infant",3,"Both",27,"Probability of death",0.095,0.0765421848615195,0.116047377093286
"338","Nigeria_Suru","Nigeria",164,"Kebbi",22164,"Suru",19022164,2017,28,"Infant",3,"Both",27,"Probability of death",0.082,0.0652818794920076,0.0988158356777991
"339","Nigeria_Paikoro","Nigeria",164,"Niger",27164,"Paikoro",19027164,2017,28,"Infant",3,"Both",27,"Probability of death",0.077,0.059688480166636,0.0980677064295507
"340","Nigeria_Tangazar","Nigeria",164,"Sokoto",34164,"Tangazar",19034164,2017,28,"Infant",3,"Both",27,"Probability of death",0.075,0.057128710875641,0.0936613425226502
"341","Nigeria_Zaki","Nigeria",164,"Bauchi",5164,"Zaki",20005164,2017,28,"Infant",3,"Both",27,"Probability of death",0.075,0.0558946814190123,0.0958958108888143
"342","Nigeria_Maigatari","Nigeria",164,"Jigawa",18164,"Maigatari",20018164,2017,28,"Infant",3,"Both",27,"Probability of death",0.076,0.0590655825070858,0.0948344106424725
"343","Nigeria_Sanga","Nigeria",164,"Kaduna",19164,"Sanga",20019164,2017,28,"Infant",3,"Both",27,"Probability of death",0.075,0.0605552608429019,0.0930417747534484
"344","Nigeria_Kabo","Nigeria",164,"Kano",20164,"Kabo",20020164,2017,28,"Infant",3,"Both",27,"Probability of death",0.101,0.0804488528645893,0.125340779369749
"345","Nigeria_Kankiya","Nigeria",164,"Katsina",21164,"Kankiya",20021164,2017,28,"Infant",3,"Both",27,"Probability of death",0.083,0.0664361261685177,0.101661278819833
"346","Nigeria_Yauri","Nigeria",164,"Kebbi",22164,"Yauri",20022164,2017,28,"Infant",3,"Both",27,"Probability of death",0.083,0.0665757841571722,0.101937472300909
"347","Nigeria_Rafi","Nigeria",164,"Niger",27164,"Rafi",20027164,2017,28,"Infant",3,"Both",27,"Probability of death",0.074,0.0577804487802614,0.0930377846694238
"348","Nigeria_Tureta","Nigeria",164,"Sokoto",34164,"Tureta",20034164,2017,28,"Infant",3,"Both",27,"Probability of death",0.088,0.069622120413161,0.10862739916546
"349","Nigeria_MalamMad","Nigeria",164,"Jigawa",18164,"MalamMad",21018164,2017,28,"Infant",3,"Both",27,"Probability of death",0.072,0.0561840889479219,0.0895561003108091
"350","Nigeria_Soba","Nigeria",164,"Kaduna",19164,"Soba",21019164,2017,28,"Infant",3,"Both",27,"Probability of death",0.08,0.0658679246279567,0.0986789149496656
"351","Nigeria_Kano","Nigeria",164,"Kano",20164,"Kano",21020164,2017,28,"Infant",3,"Both",27,"Probability of death",0.079,0.0628831880617593,0.0983192430010302
"352","Nigeria_Zuru","Nigeria",164,"Kebbi",22164,"Zuru",21022164,2017,28,"Infant",3,"Both",27,"Probability of death",0.086,0.0683179403658254,0.109150511744583
"353","Nigeria_Rijau","Nigeria",164,"Niger",27164,"Rijau",21027164,2017,28,"Infant",3,"Both",27,"Probability of death",0.082,0.0651662732280357,0.102634071402095
"354","Nigeria_Miga","Nigeria",164,"Jigawa",18164,"Miga",22018164,2017,28,"Infant",3,"Both",27,"Probability of death",0.09,0.0717318928447717,0.108815127154553
"355","Nigeria_Karaye","Nigeria",164,"Kano",20164,"Karaye",22020164,2017,28,"Infant",3,"Both",27,"Probability of death",0.095,0.0758742240937524,0.119145092677926
"356","Nigeria_Kurfi","Nigeria",164,"Katsina",21164,"Kurfi",22021164,2017,28,"Infant",3,"Both",27,"Probability of death",0.079,0.0625239851307774,0.0968026229268393
"357","Nigeria_Shiroro","Nigeria",164,"Niger",27164,"Shiroro",22027164,2017,28,"Infant",3,"Both",27,"Probability of death",0.074,0.0584778188783301,0.0926053210270235
"358","Nigeria_Wurno","Nigeria",164,"Sokoto",34164,"Wurno",22034164,2017,28,"Infant",3,"Both",27,"Probability of death",0.074,0.0576152403621082,0.0912534908678255
"359","Nigeria_Ringim","Nigeria",164,"Jigawa",18164,"Ringim",23018164,2017,28,"Infant",3,"Both",27,"Probability of death",0.1,0.0778318678076456,0.123071889975399
"360","Nigeria_Kibiya","Nigeria",164,"Kano",20164,"Kibiya",23020164,2017,28,"Infant",3,"Both",27,"Probability of death",0.102,0.0836886782804693,0.123928364093514
"361","Nigeria_Kusada","Nigeria",164,"Katsina",21164,"Kusada",23021164,2017,28,"Infant",3,"Both",27,"Probability of death",0.085,0.0679614779435141,0.105130887813621
"362","Nigeria_Yabo","Nigeria",164,"Sokoto",34164,"Yabo",23034164,2017,28,"Infant",3,"Both",27,"Probability of death",0.081,0.0642255624270147,0.0997937874524096
"363","Nigeria_Roni","Nigeria",164,"Jigawa",18164,"Roni",24018164,2017,28,"Infant",3,"Both",27,"Probability of death",0.085,0.0678884966496268,0.102810610492664
"364","Nigeria_Kiru","Nigeria",164,"Kano",20164,"Kiru",24020164,2017,28,"Infant",3,"Both",27,"Probability of death",0.1,0.0798469686437001,0.123383363754656
"365","Nigeria_Sule-Tan","Nigeria",164,"Jigawa",18164,"Sule-Tan",25018164,2017,28,"Infant",3,"Both",27,"Probability of death",0.086,0.0672662152978962,0.104784370225372
"366","Nigeria_Kumbotso","Nigeria",164,"Kano",20164,"Kumbotso",25020164,2017,28,"Infant",3,"Both",27,"Probability of death",0.082,0.0654309718612934,0.101605044962634
"367","Nigeria_Malumfashi","Nigeria",164,"Katsina",21164,"Malumfashi",25021164,2017,28,"Infant",3,"Both",27,"Probability of death",0.086,0.0704927542408097,0.105033187586751
"368","Nigeria_Wushishi","Nigeria",164,"Niger",27164,"Wushishi",25027164,2017,28,"Infant",3,"Both",27,"Probability of death",0.08,0.0625832729135913,0.101217913583721
"369","Nigeria_Taura","Nigeria",164,"Jigawa",18164,"Taura",26018164,2017,28,"Infant",3,"Both",27,"Probability of death",0.098,0.0767363037723286,0.119698634190883
"370","Nigeria_Kunchi","Nigeria",164,"Kano",20164,"Kunchi",26020164,2017,28,"Infant",3,"Both",27,"Probability of death",0.089,0.0707647173309602,0.109543039712973
"371","Nigeria_Yankwashi","Nigeria",164,"Jigawa",18164,"Yankwashi",27018164,2017,28,"Infant",3,"Both",27,"Probability of death",0.081,0.0637868014354351,0.0971366222094243
"372","Nigeria_Kura","Nigeria",164,"Kano",20164,"Kura",27020164,2017,28,"Infant",3,"Both",27,"Probability of death",0.095,0.0769193522250487,0.117021101378641
"373","Nigeria_Madobi","Nigeria",164,"Kano",20164,"Madobi",28020164,2017,28,"Infant",3,"Both",27,"Probability of death",0.101,0.0807904639083651,0.125734637524964
"374","Nigeria_Matazu","Nigeria",164,"Katsina",21164,"Matazu",28021164,2017,28,"Infant",3,"Both",27,"Probability of death",0.098,0.0789966992100025,0.119307690375618
"375","Nigeria_Makoda","Nigeria",164,"Kano",20164,"Makoda",29020164,2017,28,"Infant",3,"Both",27,"Probability of death",0.093,0.0728245846720547,0.112568980431877
"376","Nigeria_Musawa","Nigeria",164,"Katsina",21164,"Musawa",29021164,2017,28,"Infant",3,"Both",27,"Probability of death",0.1,0.0816705188221731,0.122417357248432
"377","Nigeria_Minjibir","Nigeria",164,"Kano",20164,"Minjibir",30020164,2017,28,"Infant",3,"Both",27,"Probability of death",0.102,0.0799917632580114,0.125036077854543
"378","Nigeria_Sabuwa","Nigeria",164,"Katsina",21164,"Sabuwa",31021164,2017,28,"Infant",3,"Both",27,"Probability of death",0.078,0.0627636531247624,0.0976081082666919
"379","Nigeria_Rano","Nigeria",164,"Kano",20164,"Rano",32020164,2017,28,"Infant",3,"Both",27,"Probability of death",0.1,0.0813513154539176,0.122153350879779
"380","Nigeria_Safana","Nigeria",164,"Katsina",21164,"Safana",32021164,2017,28,"Infant",3,"Both",27,"Probability of death",0.092,0.0736049514966529,0.112894161299035
"381","Nigeria_RiminGad","Nigeria",164,"Kano",20164,"RiminGad",33020164,2017,28,"Infant",3,"Both",27,"Probability of death",0.103,0.0819166706640232,0.128591586720975
"382","Nigeria_Sandamu","Nigeria",164,"Katsina",21164,"Sandamu",33021164,2017,28,"Infant",3,"Both",27,"Probability of death",0.072,0.0574922987170233,0.0859150060568148
"383","Nigeria_Rogo","Nigeria",164,"Kano",20164,"Rogo",34020164,2017,28,"Infant",3,"Both",27,"Probability of death",0.091,0.0735940545747842,0.111911397188073
"384","Nigeria_Zango","Nigeria",164,"Katsina",21164,"Zango",34021164,2017,28,"Infant",3,"Both",27,"Probability of death",0.074,0.0577410588240091,0.0896336190257158
"385","Nigeria_Shanono","Nigeria",164,"Kano",20164,"Shanono",35020164,2017,28,"Infant",3,"Both",27,"Probability of death",0.099,0.07983026288828,0.120570423626866
"386","Nigeria_Sumaila","Nigeria",164,"Kano",20164,"Sumaila",36020164,2017,28,"Infant",3,"Both",27,"Probability of death",0.098,0.080929539132884,0.11806525574732
"387","Nigeria_Takai","Nigeria",164,"Kano",20164,"Takai",37020164,2017,28,"Infant",3,"Both",27,"Probability of death",0.097,0.0786507831861319,0.115780090325104
"388","Nigeria_Tofa","Nigeria",164,"Kano",20164,"Tofa",39020164,2017,28,"Infant",3,"Both",27,"Probability of death",0.1,0.0792182619208409,0.124367340020233
"389","Nigeria_Tsanyawa","Nigeria",164,"Kano",20164,"Tsanyawa",40020164,2017,28,"Infant",3,"Both",27,"Probability of death",0.09,0.0718298647717869,0.112229050867316
"390","Nigeria_Tundun Wada","Nigeria",164,"Kano",20164,"Tundun Wada",41020164,2017,28,"Infant",3,"Both",27,"Probability of death",0.098,0.0803105098880567,0.118537487089661
"391","Nigeria_Ungogo","Nigeria",164,"Kano",20164,"Ungogo",42020164,2017,28,"Infant",3,"Both",27,"Probability of death",0.074,0.0575111377456646,0.0928082349251301
"392","Nigeria_Warawa","Nigeria",164,"Kano",20164,"Warawa",43020164,2017,28,"Infant",3,"Both",27,"Probability of death",0.097,0.0781216764612666,0.118994247654732
"393","Nigeria_Wudil","Nigeria",164,"Kano",20164,"Wudil",44020164,2017,28,"Infant",3,"Both",27,"Probability of death",0.094,0.0766399557798429,0.112875400376081
